OD ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment
OD16684,Normal,Female,Oil and masalas,81.31,3,28.4282,243.93,27-Mar-24,19:49,Cash
OD16685,Member,Male,Drinks/Beverage,39.21,2,3.921,78.42,27-Mar-24,12:15,Cash
OD16686,Normal,Male,Drinks/Beverage,14.82,3,2.223,44.46,27-Mar-24,11:30,Cash
OD16687,Normal,Male,Frozen and poultry,42.48,2,22.34,84.96,27-Mar-24,10:22,Cash
OD16688,Member,Female,Oil and masalas,22.32,1,4.434,22.32,27-Mar-24,16:23,Cash
OD16689,Normal,Male,Food and beverages,23.32,1,2.383,23.32,27-Mar-24,20:03,Debit Card
OD16690,Normal,Female,Oil and masalas,38.22,3,32.3432,114.66,27-Mar-24,13:22,Ewallet/Mo-Banking
OD16691,Normal,Male,Frozen and poultry,23.2,3,4.122,69.6,27-Mar-24,15:40,Cash
OD16692,Member,Male,Food and beverages,34.89,1,14.938,34.89,27-Mar-24,15:32,Cash
OD16693,Member,Male,Snacks and Fastfood,34.33,2,3.433,68.66,27-Mar-24,18:14,Cash
OD16694,Normal,Female,Oil and masalas,81.31,3,28.4282,243.93,27-Mar-24,19:49,Cash
OD16695,Normal,Male,Drinks/Beverage,39.21,2,3.921,78.42,27-Mar-24,12:15,Cash
OD16696,Member,Male,Drinks/Beverage,14.82,3,2.223,44.46,27-Mar-24,11:30,Cash
OD16697,Normal,Male,Frozen and poultry,42.48,2,22.34,84.96,27-Mar-24,10:22,Debit Card
OD16698,Member,Female,Oil and masalas,22.32,1,4.434,22.32,27-Mar-24,16:23,Debit Card
OD16699,Normal,Male,Food and beverages,23.32,1,2.383,23.32,27-Mar-24,20:03,Ewallet/Mo-Banking
OD16700,Member,Male,Oil and masalas,38.22,3,32.3432,114.66,27-Mar-24,13:22,Ewallet/Mo-Banking
OD16701,Member,Male,Frozen and poultry,23.2,3,4.122,69.6,27-Mar-24,15:40,Cash
OD16702,Member,Female,Food and beverages,34.89,1,14.938,34.89,27-Mar-24,15:32,Ewallet/Mo-Banking
OD16703,Normal,Male,Snacks and Fastfood,34.33,2,3.433,68.66,27-Mar-24,18:14,Cash
OD16704,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,27-Mar-24,19:49,Cash
OD16705,Normal,Male,Drinks/Beverage,39.21,2,3.921,78.42,27-Mar-24,12:15,Cash
OD16706,Member,Female,Drinks/Beverage,14.82,3,2.223,44.46,27-Mar-24,11:30,Cash
OD16707,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,27-Mar-24,10:22,Cash
OD16708,Member,Female,Oil and masalas,22.32,1,4.434,22.32,27-Mar-24,16:23,Cash
OD16709,Normal,Male,Food and beverages,23.32,1,2.383,23.32,27-Mar-24,20:03,Cash
OD16710,Member,Male,Oil and masalas,38.22,3,32.3432,114.66,27-Mar-24,13:22,Debit Card
OD16711,Member,Male,Frozen and poultry,23.2,3,4.122,69.6,28-Mar-24,15:40,Ewallet/Mo-Banking
OD16712,Member,Female,Food and beverages,34.89,1,14.938,34.89,28-Mar-24,15:32,Cash
OD16713,Normal,Male,Snacks and Fastfood,34.33,2,3.433,68.66,28-Mar-24,18:14,Cash
OD16714,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,28-Mar-24,19:49,
OD16715,Member,Male,Drinks/Beverage,39.21,2,3.921,78.42,28-Mar-24,12:15,Cash
OD16716,Member,Female,Drinks/Beverage,14.82,3,2.223,44.46,28-Mar-24,11:30,Cash
OD16717,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,28-Mar-24,10:22,Cash
OD16718,Normal,Female,Oil and masalas,22.32,1,4.434,22.32,28-Mar-24,16:23,Cash
OD16719,Member,Female,Food and beverages,23.32,1,2.383,23.32,28-Mar-24,20:03,Debit Card
OD16720,Normal,Female,Oil and masalas,38.22,3,32.3432,114.66,28-Mar-24,13:22,Ewallet/Mo-Banking
OD16721,Member,Female,Frozen and poultry,23.2,3,4.122,69.6,28-Mar-24,15:40,Cash
OD16722,Member,Female,Food and beverages,34.89,1,14.938,34.89,28-Mar-24,15:32,Cash
OD16723,Normal,Female,Snacks and Fastfood,34.33,2,3.433,68.66,28-Mar-24,18:14,Cash
OD16724,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,28-Mar-24,19:49,Cash
OD16725,Member,Male,Drinks/Beverage,39.21,2,3.921,78.42,28-Mar-24,12:15,Cash
OD16726,Normal,Male,Drinks/Beverage,14.82,3,2.223,44.46,28-Mar-24,11:30,Cash
OD16727,Normal,Male,Frozen and poultry,42.48,2,22.34,84.96,28-Mar-24,10:22,Debit Card
OD16728,Normal,Female,Oil and masalas,22.32,1,4.434,22.32,28-Mar-24,16:23,Debit Card
OD16729,Normal,Female,Food and beverages,23.32,1,2.383,23.32,28-Mar-24,20:03,Ewallet/Mo-Banking
OD16730,Normal,Male,Oil and masalas,38.22,3,32.3432,114.66,28-Mar-24,13:22,Ewallet/Mo-Banking
OD16731,Member,Male,Frozen and poultry,23.2,3,4.122,69.6,28-Mar-24,15:40,Cash
OD16732,Member,Female,Food and beverages,34.89,1,14.938,34.89,28-Mar-24,15:32,Ewallet/Mo-Banking
OD16733,Normal,Female,Snacks and Fastfood,34.33,2,3.433,68.66,28-Mar-24,18:14,Cash
OD16734,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,28-Mar-24,19:49,Cash
OD16735,Member,Female,Drinks/Beverage,39.21,2,3.921,78.42,28-Mar-24,12:15,Ewallet/Mo-Banking
OD16736,Normal,Female,Drinks/Beverage,14.82,3,2.223,44.46,28-Mar-24,11:30,Cash
OD16737,Normal,Female,Frozen and poultry,42.48,2,22.34,84.96,28-Mar-24,10:22,Cash
OD16738,Normal,Female,Oil and masalas,22.32,1,4.434,22.32,28-Mar-24,16:23,Cash
OD16739,Member,Female,Food and beverages,23.32,1,2.383,23.32,28-Mar-24,20:03,Cash
OD16740,Member,Male,Oil and masalas,38.22,3,32.3432,114.66,28-Mar-24,13:22,Debit Card
OD16741,Member,Male,Frozen and poultry,23.2,3,4.122,69.6,28-Mar-24,15:40,Ewallet/Mo-Banking
OD16742,Normal,Female,Food and beverages,34.89,1,14.938,34.89,28-Mar-24,15:32,Cash
OD16743,Normal,Female,Snacks and Fastfood,34.33,2,3.433,68.66,28-Mar-24,18:14,Cash
OD16744,Normal,Female,Oil and masalas,81.31,3,28.4282,243.93,28-Mar-24,19:49,Cash
OD16745,Normal,Male,Drinks/Beverage,39.21,2,3.921,78.42,28-Mar-24,12:15,Cash
OD16746,Member,Male,Drinks/Beverage,14.82,3,2.223,44.46,28-Mar-24,11:30,Cash
OD16747,Member,Male,Frozen and poultry,42.48,2,22.34,84.96,28-Mar-24,10:22,Cash
OD16748,Normal,Male,Oil and masalas,22.32,1,4.434,22.32,28-Mar-24,16:23,Debit Card
OD16749,Member,Female,Food and beverages,23.32,1,2.383,23.32,28-Mar-24,20:03,Debit Card
OD16750,Member,Female,Oil and masalas,38.22,3,32.3432,114.66,28-Mar-24,13:22,Ewallet/Mo-Banking
OD16751,Member,Female,Frozen and poultry,23.2,3,4.122,69.6,28-Mar-24,15:40,Ewallet/Mo-Banking
OD16752,Member,Female,Food and beverages,34.89,1,14.938,34.89,28-Mar-24,15:32,Cash
OD16753,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,28-Mar-24,18:14,Ewallet/Mo-Banking
OD16754,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,28-Mar-24,19:49,Cash
OD16755,Member,Male,Drinks/Beverage,39.21,2,3.921,78.42,28-Mar-24,12:15,Ewallet/Mo-Banking
OD16756,Member,Male,Drinks/Beverage,14.82,3,2.223,44.46,28-Mar-24,11:30,Cash
OD16757,Member,Male,Frozen and poultry,42.48,2,22.34,84.96,28-Mar-24,10:22,Cash
OD16758,Member,Male,Oil and masalas,22.32,1,4.434,22.32,28-Mar-24,16:23,Cash
OD16759,Member,Female,Food and beverages,23.32,1,2.383,23.32,28-Mar-24,20:03,Cash
OD16760,Member,Male,Oil and masalas,38.22,3,32.3432,114.66,28-Mar-24,13:22,Cash
OD16761,Member,Male,Frozen and poultry,23.2,3,4.122,69.6,28-Mar-24,15:40,Debit Card
OD16762,Normal,Female,Food and beverages,34.89,1,14.938,34.89,28-Mar-24,15:32,Ewallet/Mo-Banking
OD16763,Normal,Female,Snacks and Fastfood,34.33,2,3.433,68.66,28-Mar-24,18:14,Cash
OD16764,Normal,Female,Oil and masalas,81.31,3,28.4282,243.93,28-Mar-24,19:49,Cash
OD16765,Member,Male,Drinks/Beverage,39.21,2,3.921,78.42,28-Mar-24,12:15,Cash
OD16766,Member,Male,Drinks/Beverage,14.82,3,2.223,44.46,28-Mar-24,11:30,Cash
OD16767,Member,Male,Frozen and poultry,42.48,2,22.34,84.96,28-Mar-24,10:22,Cash
OD16768,Normal,Male,Oil and masalas,22.32,1,4.434,22.32,28-Mar-24,16:23,Cash
OD16769,Member,Female,Food and beverages,23.32,1,2.383,23.32,28-Mar-24,20:03,Debit Card
OD16770,Normal,Male,Oil and masalas,38.22,3,32.3432,114.66,28-Mar-24,13:22,Debit Card
OD16771,Member,Male,Frozen and poultry,23.2,3,4.122,69.6,29-Mar-24,15:40,Ewallet/Mo-Banking
OD16772,Member,Female,Food and beverages,34.89,1,14.938,34.89,29-Mar-24,15:32,Ewallet/Mo-Banking
OD16773,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,29-Mar-24,18:14,Cash
OD16774,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,29-Mar-24,19:49,Ewallet/Mo-Banking
OD16775,Member,Female,Drinks/Beverage,39.21,2,3.921,78.42,29-Mar-24,12:15,Cash
OD16776,Member,Female,Drinks/Beverage,14.82,3,2.223,44.46,29-Mar-24,11:30,Cash
OD16777,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,29-Mar-24,10:22,Cash
OD16778,Member,Female,Oil and masalas,22.32,1,4.434,22.32,29-Mar-24,16:23,Cash
OD16779,Member,Female,Food and beverages,23.32,1,2.383,23.32,29-Mar-24,20:03,Cash
OD16780,Member,Female,Oil and masalas,38.22,3,32.3432,114.66,29-Mar-24,13:22,Cash
OD16781,Member,Female,Frozen and poultry,23.2,3,4.122,69.6,29-Mar-24,15:40,Cash
OD16782,Member,Male,Food and beverages,34.89,1,14.938,34.89,29-Mar-24,15:32,Debit Card
OD16783,Normal,Male,Snacks and Fastfood,34.33,2,3.433,68.66,29-Mar-24,18:14,Ewallet/Mo-Banking
OD16784,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,29-Mar-24,19:49,Cash
OD16785,Member,Female,Drinks/Beverage,39.21,2,3.921,78.42,29-Mar-24,12:15,Cash
OD16786,Normal,Male,Drinks/Beverage,14.82,3,2.223,44.46,29-Mar-24,11:30,
OD16787,Member,Male,Frozen and poultry,42.48,2,22.34,84.96,29-Mar-24,10:22,Cash
OD16788,Member,Female,Oil and masalas,22.32,1,4.434,22.32,29-Mar-24,16:23,Cash
OD16789,Member,Female,Food and beverages,23.32,1,2.383,23.32,29-Mar-24,20:03,Cash
OD16790,Normal,Female,Oil and masalas,38.22,3,32.3432,114.66,29-Mar-24,13:22,Cash
OD16791,Normal,Female,Frozen and poultry,23.2,3,4.122,69.6,29-Mar-24,15:40,Debit Card
OD16792,Member,Female,Food and beverages,34.89,1,14.938,34.89,29-Mar-24,15:32,Ewallet/Mo-Banking
OD16793,Normal,Female,Snacks and Fastfood,34.33,2,3.433,68.66,29-Mar-24,18:14,Cash
OD16794,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,29-Mar-24,19:49,Cash
OD16795,Member,Female,Drinks/Beverage,39.21,2,3.921,78.42,29-Mar-24,12:15,Cash
OD16796,Normal,Female,Drinks/Beverage,14.82,3,2.223,44.46,29-Mar-24,11:30,Cash
OD16797,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,29-Mar-24,10:22,Cash
OD16798,Member,Female,Oil and masalas,22.32,1,4.434,22.32,29-Mar-24,16:23,Cash
OD16799,Member,Female,Food and beverages,23.32,1,2.383,23.32,29-Mar-24,20:03,Debit Card
OD16800,Normal,Male,Oil and masalas,38.22,3,32.3432,114.66,29-Mar-24,13:22,Debit Card
OD16801,Normal,Female,Frozen and poultry,23.2,3,4.122,69.6,29-Mar-24,15:40,Ewallet/Mo-Banking
OD16802,Normal,Female,Food and beverages,34.89,1,14.938,34.89,29-Mar-24,15:32,Ewallet/Mo-Banking
OD16803,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,29-Mar-24,18:14,Cash
OD16804,Normal,Female,Oil and masalas,81.31,3,28.4282,243.93,29-Mar-24,19:49,Ewallet/Mo-Banking
OD16805,Normal,Male,Drinks/Beverage,39.21,2,3.921,78.42,29-Mar-24,12:15,Cash
OD16806,Normal,Female,Drinks/Beverage,14.82,3,2.223,44.46,29-Mar-24,11:30,Cash
OD16807,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,29-Mar-24,10:22,Ewallet/Mo-Banking
OD16808,Member,Female,Oil and masalas,22.32,1,4.434,22.32,29-Mar-24,16:23,Cash
OD16809,Member,Female,Food and beverages,23.32,1,2.383,23.32,29-Mar-24,20:03,Cash
OD16810,Normal,Female,Oil and masalas,38.22,3,32.3432,114.66,29-Mar-24,13:22,Cash
OD16811,Member,Female,Frozen and poultry,23.2,3,4.122,69.6,29-Mar-24,15:40,Cash
OD16812,Member,Female,Food and beverages,34.89,1,14.938,34.89,29-Mar-24,15:32,Debit Card
OD16813,Normal,Female,Snacks and Fastfood,34.33,2,3.433,68.66,29-Mar-24,18:14,Ewallet/Mo-Banking
OD16814,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,29-Mar-24,19:49,Cash
OD16815,Member,Male,Drinks/Beverage,39.21,2,3.921,78.42,29-Mar-24,12:15,Cash
OD16816,Normal,Female,Drinks/Beverage,14.82,3,2.223,44.46,29-Mar-24,11:30,Cash
OD16817,Normal,Male,Frozen and poultry,42.48,2,22.34,84.96,29-Mar-24,10:22,Cash
OD16818,Member,Male,Oil and masalas,22.32,1,4.434,22.32,29-Mar-24,16:23,Cash
OD16819,Normal,Male,Food and beverages,23.32,1,2.383,23.32,29-Mar-24,20:03,Cash
OD16820,Member,Male,Oil and masalas,38.22,3,32.3432,114.66,29-Mar-24,13:22,Debit Card
OD16821,Normal,Female,Frozen and poultry,23.2,3,4.122,69.6,29-Mar-24,15:40,Debit Card
OD16822,Normal,Female,Food and beverages,34.89,1,14.938,34.89,29-Mar-24,15:32,Ewallet/Mo-Banking
OD16823,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,29-Mar-24,18:14,Ewallet/Mo-Banking
OD16824,Member,Male,Oil and masalas,81.31,3,28.4282,243.93,29-Mar-24,19:49,Cash
OD16825,Normal,Male,Drinks/Beverage,39.21,2,3.921,78.42,29-Mar-24,12:15,Ewallet/Mo-Banking
OD16826,Normal,Female,Drinks/Beverage,14.82,3,2.223,44.46,29-Mar-24,11:30,Cash
OD16827,Normal,Female,Frozen and poultry,42.48,2,22.34,84.96,29-Mar-24,10:22,Ewallet/Mo-Banking
OD16828,Member,Male,Oil and masalas,22.32,1,4.434,22.32,29-Mar-24,16:23,Cash
OD16829,Member,Female,Food and beverages,23.32,1,2.383,23.32,29-Mar-24,20:03,Cash
OD16830,Member,Male,Oil and masalas,38.22,3,32.3432,114.66,29-Mar-24,13:22,Cash
OD16831,Member,Female,Frozen and poultry,23.2,3,4.122,69.6,29-Mar-24,15:40,Cash
OD16832,Member,Female,Food and beverages,34.89,1,14.938,34.89,29-Mar-24,15:32,Cash
OD16833,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,29-Mar-24,18:14,Debit Card
OD16834,Member,Male,Oil and masalas,81.31,3,28.4282,243.93,30-Mar-24,19:49,Ewallet/Mo-Banking
OD16835,Member,Male,Drinks/Beverage,39.21,2,3.921,78.42,30-Mar-24,12:15,Cash
OD16836,Member,Female,Drinks/Beverage,14.82,3,2.223,44.46,30-Mar-24,11:30,Cash
OD16837,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,30-Mar-24,10:22,Cash
OD16838,Member,Male,Oil and masalas,22.32,1,4.434,22.32,30-Mar-24,16:23,Cash
OD16839,Normal,Female,Food and beverages,23.32,1,2.383,23.32,30-Mar-24,20:03,Cash
OD16840,Member,Female,Oil and masalas,38.22,3,32.3432,114.66,30-Mar-24,13:22,Cash
OD16841,Member,Female,Frozen and poultry,23.2,3,4.122,69.6,30-Mar-24,15:40,Debit Card
OD16842,Member,Female,Food and beverages,34.89,1,14.938,34.89,30-Mar-24,15:32,Debit Card
OD16843,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,30-Mar-24,18:14,Ewallet/Mo-Banking
OD16844,Member,Female,Oil and masalas,81.31,3,28.4282,243.93,30-Mar-24,19:49,Ewallet/Mo-Banking
OD16845,Normal,Female,Drinks/Beverage,39.21,2,3.921,78.42,30-Mar-24,12:15,Cash
OD16846,Member,Female,Drinks/Beverage,14.82,3,2.223,44.46,30-Mar-24,11:30,Ewallet/Mo-Banking
OD16847,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,30-Mar-24,10:22,Cash
OD16848,Member,Female,Oil and masalas,22.32,1,4.434,22.32,30-Mar-24,16:23,Cash
OD16849,Member,Female,Food and beverages,23.32,1,2.383,23.32,30-Mar-24,20:03,Cash
OD16850,Normal,Female,Oil and masalas,38.22,3,32.3432,114.66,30-Mar-24,13:22,Cash
OD16851,Member,Male,Frozen and poultry,23.2,3,4.122,69.6,30-Mar-24,15:40,Cash
OD16852,Member,Male,Food and beverages,34.89,1,14.938,34.89,30-Mar-24,15:32,Cash
OD16853,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,30-Mar-24,18:14,Cash
OD16854,Normal,Male,Oil and masalas,81.31,3,28.4282,243.93,30-Mar-24,19:49,Debit Card
OD16855,Normal,Female,Drinks/Beverage,39.21,2,3.921,78.42,30-Mar-24,12:15,Ewallet/Mo-Banking
OD16856,Member,Male,Drinks/Beverage,14.82,3,2.223,44.46,30-Mar-24,11:30,Cash
OD16857,Normal,Female,Frozen and poultry,42.48,2,22.34,84.96,30-Mar-24,10:22,Cash
OD16858,Member,Female,Oil and masalas,22.32,1,4.434,22.32,30-Mar-24,16:23,
OD16859,Member,Female,Food and beverages,23.32,1,2.383,23.32,30-Mar-24,20:03,Cash
OD16860,Normal,Male,Oil and masalas,38.22,3,32.3432,114.66,30-Mar-24,13:22,Cash
OD16861,Normal,Male,Frozen and poultry,23.2,3,4.122,69.6,30-Mar-24,15:40,Cash
OD16862,Member,Male,Food and beverages,34.89,1,14.938,34.89,30-Mar-24,15:32,Cash
OD16863,Member,Female,Snacks and Fastfood,34.33,2,3.433,68.66,30-Mar-24,18:14,Debit Card
OD16864,Member,Male,Oil and masalas,81.31,3,28.4282,243.93,30-Mar-24,19:49,Ewallet/Mo-Banking
OD16865,Member,Female,Drinks/Beverage,39.21,2,3.921,78.42,30-Mar-24,12:15,Cash
OD16866,Member,Male,Drinks/Beverage,14.82,3,2.223,44.46,30-Mar-24,11:30,Cash
OD16867,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,30-Mar-24,10:22,Cash
OD16868,Member,Female,Oil and masalas,22.32,1,4.434,22.32,30-Mar-24,16:23,Cash
OD16869,Member,Female,Food and beverages,23.32,1,2.383,23.32,30-Mar-24,20:03,Cash
OD16870,Member,Female,Oil and masalas,38.22,3,32.3432,114.66,30-Mar-24,13:22,Cash
OD16871,Member,Female,Frozen and poultry,23.2,3,4.122,69.6,30-Mar-24,15:40,Debit Card
OD16872,Member,Female,Food and beverages,34.89,1,14.938,34.89,30-Mar-24,15:32,Debit Card
OD16873,Normal,Female,Snacks and Fastfood,34.33,2,3.433,68.66,30-Mar-24,18:14,Ewallet/Mo-Banking
OD16874,Member,Male,Oil and masalas,81.31,3,28.4282,243.93,30-Mar-24,19:49,Ewallet/Mo-Banking
OD16875,Member,Female,Drinks/Beverage,39.21,2,3.921,78.42,30-Mar-24,12:15,Cash
OD16876,Normal,Male,Drinks/Beverage,14.82,3,2.223,44.46,30-Mar-24,11:30,Ewallet/Mo-Banking
OD16877,Member,Female,Frozen and poultry,42.48,2,22.34,84.96,30-Mar-24,10:22,Cash
OD16878,Normal,Female,Oil and masalas,22.32,1,4.434,22.32,30-Mar-24,16:23,Cash
OD16879,Member,Female,Food and beverages,23.32,1,2.383,23.32,30-Mar-24,20:03,Ewallet/Mo-Banking
OD16880,Member,Male,Food Grains,88.33,3,13.2942,264.99,30-Mar-24,17:36,Cash
OD16881,Member,Female,Oil and masalas,23.02,3,4.023,69.06,30-Mar-24,13:01,Cash
OD16882,Member,Female,Frozen and poultry,99.33,3,44.8382,297.99,30-Mar-24,19:42,Cash
OD16883,Member,Female,Frozen and poultry,13.22,2,3.302,26.44,30-Mar-24,19:26,Cash
OD16884,Member,Female,Food Grains,14.39,2,1.439,28.78,30-Mar-24,19:44,Debit Card
OD16885,Member,Male,Snacks and Fastfood,23,3,12.12,69,30-Mar-24,14:16,Ewallet/Mo-Banking
OD16886,Member,Female,Food Grains,24.22,2,23.232,48.44,30-Mar-24,11:22,Cash
OD16887,Member,Female,Food Grains,33.98,3,22.893,101.94,30-Mar-24,16:42,Cash
OD16888,Member,Female,Drinks/Beverage,33.41,3,11.0112,100.23,30-Mar-24,13:10,Cash
OD16889,Member,Female,Snacks and Fastfood,88.39,3,39.3322,265.17,30-Mar-24,12:40,Cash
OD16890,Member,Female,Food Grains,39.43,2,3.943,78.86,30-Mar-24,16:16,Cash
OD16891,Member,Female,Oil and masalas,92.49,2,23.1222,184.98,30-Mar-24,16:35,Cash
OD16892,Member,Male,Drinks/Beverage,82.3,3,29.93,246.9,30-Mar-24,13:50,Debit Card
OD16893,Member,Female,Frozen and poultry,23.23,3,3.939,69.69,30-Mar-24,12:36,Debit Card
OD16894,Normal,Male,Food Grains,22.31,2,2.231,44.62,30-Mar-24,19:26,Ewallet/Mo-Banking
OD16895,Normal,Male,Food and beverages,33.22,1,13.304,33.22,30-Mar-24,18:14,Ewallet/Mo-Banking
OD16896,Normal,Female,Frozen and poultry,38.23,2,3.823,76.46,30-Mar-24,18:18,Cash
OD16897,Normal,Female,Snacks and Fastfood,93.38,2,48.39,186.76,31-Mar-24,17:16,Ewallet/Mo-Banking
OD16898,Member,Male,Food Grains,88.33,3,13.2942,264.99,31-Mar-24,17:36,Cash
OD16899,Normal,Female,Oil and masalas,23.02,3,4.023,69.06,31-Mar-24,13:01,Ewallet/Mo-Banking
OD16900,Normal,Female,Frozen and poultry,99.33,3,44.8382,297.99,31-Mar-24,19:42,Cash
OD16901,Member,Female,Frozen and poultry,13.22,2,3.302,26.44,31-Mar-24,19:26,Cash
OD16902,Normal,Female,Food Grains,14.39,2,1.439,28.78,31-Mar-24,19:44,Cash
OD16903,Member,Male,Snacks and Fastfood,23,3,12.12,69,31-Mar-24,14:16,Cash
OD16904,Member,Female,Food Grains,24.22,2,23.232,48.44,31-Mar-24,11:22,Cash
OD16905,Normal,Female,Food Grains,33.98,3,22.893,101.94,31-Mar-24,16:42,Debit Card
OD16906,Normal,Female,Drinks/Beverage,33.41,3,11.0112,100.23,31-Mar-24,13:10,Ewallet/Mo-Banking
OD16907,Member,Female,Snacks and Fastfood,88.39,3,39.3322,265.17,31-Mar-24,12:40,Cash
OD16908,Member,Female,Food Grains,39.43,2,3.943,78.86,31-Mar-24,16:16,Cash
OD16909,Member,Female,Oil and masalas,92.49,2,23.1222,184.98,31-Mar-24,16:35,Cash
OD16910,Member,Male,Drinks/Beverage,82.3,3,29.93,246.9,31-Mar-24,13:50,Cash
OD16911,Member,Female,Frozen and poultry,23.23,3,3.939,69.69,31-Mar-24,12:36,Cash
OD16912,Normal,Male,Food Grains,22.31,2,2.231,44.62,31-Mar-24,19:26,Cash
OD16913,Normal,Male,Food and beverages,33.22,1,13.304,33.22,31-Mar-24,18:14,Debit Card
OD16914,Normal,Female,Frozen and poultry,38.23,2,3.823,76.46,31-Mar-24,18:18,Debit Card
OD16915,Normal,Female,Snacks and Fastfood,93.38,2,48.39,186.76,31-Mar-24,17:16,Ewallet/Mo-Banking
OD16916,Member,Male,Food Grains,88.33,3,13.2942,264.99,31-Mar-24,17:36,Ewallet/Mo-Banking
OD16917,Normal,Female,Oil and masalas,23.02,3,4.023,69.06,31-Mar-24,13:01,Cash
OD16918,Normal,Female,Frozen and poultry,99.33,3,44.8382,297.99,31-Mar-24,19:42,Ewallet/Mo-Banking
OD16919,Member,Female,Frozen and poultry,13.22,2,3.302,26.44,31-Mar-24,19:26,Cash
OD16920,Normal,Female,Food Grains,14.39,2,1.439,28.78,31-Mar-24,19:44,Cash
OD16921,Member,Male,Snacks and Fastfood,23,3,12.12,69,31-Mar-24,14:16,Cash
OD16922,Member,Female,Food Grains,24.22,2,23.232,48.44,31-Mar-24,11:22,Cash
OD16923,Normal,Female,Food Grains,33.98,3,22.893,101.94,31-Mar-24,16:42,Cash
OD16924,Normal,Female,Drinks/Beverage,33.41,3,11.0112,100.23,31-Mar-24,13:10,Cash
OD16925,Member,Female,Snacks and Fastfood,88.39,3,39.3322,265.17,31-Mar-24,12:40,Cash
OD16926,Member,Female,Food Grains,39.43,2,3.943,78.86,31-Mar-24,16:16,Debit Card
OD16927,Member,Female,Oil and masalas,92.49,2,23.1222,184.98,31-Mar-24,16:35,Ewallet/Mo-Banking
OD16928,Member,Male,Drinks/Beverage,82.3,3,29.93,246.9,31-Mar-24,13:50,Cash
OD16929,Member,Female,Frozen and poultry,23.23,3,3.939,69.69,31-Mar-24,12:36,Cash
OD16930,Member,Male,Food Grains,22.31,2,2.231,44.62,31-Mar-24,19:26,
OD16931,Member,Male,Food and beverages,33.22,1,13.304,33.22,31-Mar-24,18:14,Cash
OD16932,Member,Female,Frozen and poultry,38.23,2,3.823,76.46,31-Mar-24,18:18,Cash
OD16933,Member,Female,Snacks and Fastfood,93.38,2,48.39,186.76,31-Mar-24,17:16,Cash
OD16934,Member,Male,Food Grains,88.33,3,13.2942,264.99,31-Mar-24,17:36,Cash
OD16935,Member,Female,Oil and masalas,23.02,3,4.023,69.06,31-Mar-24,13:01,Debit Card
OD16936,Member,Female,Frozen and poultry,99.33,3,44.8382,297.99,31-Mar-24,19:42,Ewallet/Mo-Banking
OD16937,Member,Female,Frozen and poultry,13.22,2,3.302,26.44,31-Mar-24,19:26,Cash
OD16938,Normal,Female,Food Grains,14.39,2,1.439,28.78,31-Mar-24,19:44,Cash
OD16939,Member,Male,Snacks and Fastfood,23,3,12.12,69,31-Mar-24,14:16,Cash
OD16940,Member,Female,Food Grains,24.22,2,23.232,48.44,31-Mar-24,11:22,Cash
OD16941,Normal,Female,Food Grains,33.98,3,22.893,101.94,31-Mar-24,16:42,Cash
OD16942,Normal,Female,Drinks/Beverage,33.41,3,11.0112,100.23,31-Mar-24,13:10,Cash
OD16943,Member,Female,Snacks and Fastfood,88.39,3,39.3322,265.17,31-Mar-24,12:40,Debit Card
OD16944,Member,Female,Food Grains,39.43,2,3.943,78.86,31-Mar-24,16:16,Debit Card
OD16945,Member,Female,Oil and masalas,92.49,2,23.1222,184.98,31-Mar-24,16:35,Ewallet/Mo-Banking
OD16946,Member,Male,Drinks/Beverage,82.3,3,29.93,246.9,31-Mar-24,13:50,Ewallet/Mo-Banking
OD16947,Member,Female,Frozen and poultry,23.23,3,3.939,69.69,31-Mar-24,12:36,Cash
OD16948,Normal,Female,Food Grains,22.31,2,2.231,44.62,31-Mar-24,19:26,Ewallet/Mo-Banking
OD16949,Normal,Female,Food and beverages,33.22,1,13.304,33.22,31-Mar-24,18:14,Cash
